"Gene_names","Eclass"
"KIT","receptor signaling protein activity (GO:0005057)"
"TYRO3","receptor signaling protein activity (GO:0005057)"
"RGS12","receptor signaling protein activity (GO:0005057)"
"ENG","receptor signaling protein activity (GO:0005057)"
"CDKN1B","receptor signaling protein activity (GO:0005057)"
"ACVR1C","receptor signaling protein activity (GO:0005057)"
"ACVR1B","receptor signaling protein activity (GO:0005057)"
"IL1RL1","receptor signaling protein activity (GO:0005057)"
"MAPK9","receptor signaling protein activity (GO:0005057)"
"MAPK8","receptor signaling protein activity (GO:0005057)"
"FCGR1A","receptor signaling protein activity (GO:0005057)"
"MAPK3","receptor signaling protein activity (GO:0005057)"
"MAPK1","receptor signaling protein activity (GO:0005057)"
"MAPK7","receptor signaling protein activity (GO:0005057)"
"MAPK6","receptor signaling protein activity (GO:0005057)"
"IKBKE","receptor signaling protein activity (GO:0005057)"
"MAPK4","receptor signaling protein activity (GO:0005057)"
"EPM2A","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP2R1A","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP2R5D","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP1CA","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP1CB","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP5C","protein serine/threonine phosphatase activity (GO:0004722)"
"CTDNEP1","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP1R3D","protein serine/threonine phosphatase activity (GO:0004722)"
"PPA2","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP1R3C","protein serine/threonine phosphatase activity (GO:0004722)"
"SSU72","protein serine/threonine phosphatase activity (GO:0004722)"
"CYCS","protein serine/threonine phosphatase activity (GO:0004722)"
"CDKN3","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP1R15B","protein serine/threonine phosphatase activity (GO:0004722)"
"MTMR3","protein serine/threonine phosphatase activity (GO:0004722)"
"MTMR4","protein serine/threonine phosphatase activity (GO:0004722)"
"RPAP2","protein serine/threonine phosphatase activity (GO:0004722)"
"MTMR6","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP6C","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP3CA","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP1CC","protein serine/threonine phosphatase activity (GO:0004722)"
"TIMM50","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP3CB","protein serine/threonine phosphatase activity (GO:0004722)"
"PPEF1","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP2R3B","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP2CA","protein serine/threonine phosphatase activity (GO:0004722)"
"PDP2","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1A","protein serine/threonine phosphatase activity (GO:0004722)"
"PDP1","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1B","protein serine/threonine phosphatase activity (GO:0004722)"
"LCK","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1D","protein serine/threonine phosphatase activity (GO:0004722)"
"CTDSP1","protein serine/threonine phosphatase activity (GO:0004722)"
"CTDSP2","protein serine/threonine phosphatase activity (GO:0004722)"
"PPEF2","protein serine/threonine phosphatase activity (GO:0004722)"
"PHLPP2","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1M","protein serine/threonine phosphatase activity (GO:0004722)"
"CTDP1","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1J","protein serine/threonine phosphatase activity (GO:0004722)"
"PTEN","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1K","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1L","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP2R2A","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1E","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1F","protein serine/threonine phosphatase activity (GO:0004722)"
"PPM1G","protein serine/threonine phosphatase activity (GO:0004722)"
"CDC14B","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP2CB","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP3R1","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP4C","protein serine/threonine phosphatase activity (GO:0004722)"
"CAMK2G","protein serine/threonine phosphatase activity (GO:0004722)"
"ILKAP","protein serine/threonine phosphatase activity (GO:0004722)"
"PPP1R12A","phosphatase regulator activity (GO:0019208)"
"EIF2AK2","phosphatase regulator activity (GO:0019208)"
"TESC","phosphatase regulator activity (GO:0019208)"
"PPP2R5C","phosphatase regulator activity (GO:0019208)"
"PPP2R5B","phosphatase regulator activity (GO:0019208)"
"PPP2R5E","phosphatase regulator activity (GO:0019208)"
"PPP2R1A","phosphatase regulator activity (GO:0019208)"
"FRS2","phosphatase regulator activity (GO:0019208)"
"GTF2F1","phosphatase regulator activity (GO:0019208)"
"PPP2R5D","phosphatase regulator activity (GO:0019208)"
"WBP11","phosphatase regulator activity (GO:0019208)"
"PPP2R5A","phosphatase regulator activity (GO:0019208)"
"BMP2","phosphatase regulator activity (GO:0019208)"
"ZEB2","phosphatase regulator activity (GO:0019208)"
"ANP32E","phosphatase regulator activity (GO:0019208)"
"CALM1","phosphatase regulator activity (GO:0019208)"
"CABIN1","phosphatase regulator activity (GO:0019208)"
"PPP1R37","phosphatase regulator activity (GO:0019208)"
"ANKLE2","phosphatase regulator activity (GO:0019208)"
"URI1","phosphatase regulator activity (GO:0019208)"
"PPP1R2P9","phosphatase regulator activity (GO:0019208)"
"PPP1R36","phosphatase regulator activity (GO:0019208)"
"PPP1R35","phosphatase regulator activity (GO:0019208)"
"PPP1R3B","phosphatase regulator activity (GO:0019208)"
"PPP1R2P1","phosphatase regulator activity (GO:0019208)"
"PPP1R2P3","phosphatase regulator activity (GO:0019208)"
"PPP4R1","phosphatase regulator activity (GO:0019208)"
"PPP2R4","phosphatase regulator activity (GO:0019208)"
"PPP4R2","phosphatase regulator activity (GO:0019208)"
"PPME1","phosphatase regulator activity (GO:0019208)"
"PPP4R4","phosphatase regulator activity (GO:0019208)"
"PHACTR4","phosphatase regulator activity (GO:0019208)"
"PHACTR3","phosphatase regulator activity (GO:0019208)"
"PHACTR2","phosphatase regulator activity (GO:0019208)"
"PHACTR1","phosphatase regulator activity (GO:0019208)"
"SHOC2","phosphatase regulator activity (GO:0019208)"
"PPP1R14A","phosphatase regulator activity (GO:0019208)"
"PPP1R27","phosphatase regulator activity (GO:0019208)"
"PPP1R14B","phosphatase regulator activity (GO:0019208)"
"IGBP1","phosphatase regulator activity (GO:0019208)"
"PPP1R26","phosphatase regulator activity (GO:0019208)"
"PPP1R14C","phosphatase regulator activity (GO:0019208)"
"PPP1R14D","phosphatase regulator activity (GO:0019208)"
"DMPK","phosphatase regulator activity (GO:0019208)"
"CSNK2A1","phosphatase regulator activity (GO:0019208)"
"DKFZP781M17165","phosphatase regulator activity (GO:0019208)"
"IGFBP3","phosphatase regulator activity (GO:0019208)"
"CSNK2A3","phosphatase regulator activity (GO:0019208)"
"PPP2R3A","phosphatase regulator activity (GO:0019208)"
"LMTK2","phosphatase regulator activity (GO:0019208)"
"PPP2R3B","phosphatase regulator activity (GO:0019208)"
"PPP2R2D","phosphatase regulator activity (GO:0019208)"
"PPP1R1B","phosphatase regulator activity (GO:0019208)"
"PPP2R2C","phosphatase regulator activity (GO:0019208)"
"PPP1R1A","phosphatase regulator activity (GO:0019208)"
"PPP1R1C","phosphatase regulator activity (GO:0019208)"
"SAG","phosphatase regulator activity (GO:0019208)"
"BMP2K","phosphatase regulator activity (GO:0019208)"
"SET","phosphatase regulator activity (GO:0019208)"
"PPP1R17","phosphatase regulator activity (GO:0019208)"
"PPP1R11","phosphatase regulator activity (GO:0019208)"
"PTN","phosphatase regulator activity (GO:0019208)"
"PPP2R2B","phosphatase regulator activity (GO:0019208)"
"PPP2R2A","phosphatase regulator activity (GO:0019208)"
"ARPP19","phosphatase regulator activity (GO:0019208)"
"PPP1R9B","phosphatase regulator activity (GO:0019208)"
"ELFN2","phosphatase regulator activity (GO:0019208)"
"ELFN1","phosphatase regulator activity (GO:0019208)"
"SH3RF2","phosphatase regulator activity (GO:0019208)"
"PPP1R2","phosphatase regulator activity (GO:0019208)"
"PPP1R7","phosphatase regulator activity (GO:0019208)"
"ENSA","phosphatase regulator activity (GO:0019208)"
"PPP1R8","phosphatase regulator activity (GO:0019208)"
"PPP1R10","phosphatase regulator activity (GO:0019208)"
"SBF2","phosphatase regulator activity (GO:0019208)"
"HEXIM2","kinase regulator activity (GO:0019207)"
"EGF","kinase regulator activity (GO:0019207)"
"HEXIM1","kinase regulator activity (GO:0019207)"
"H0Y6P8","kinase regulator activity (GO:0019207)"
"MAPK8IP1","kinase regulator activity (GO:0019207)"
"MAPK8IP2","kinase regulator activity (GO:0019207)"
"MADD","kinase regulator activity (GO:0019207)"
"CXCL10","kinase regulator activity (GO:0019207)"
"APC","kinase regulator activity (GO:0019207)"
"ABI1","kinase regulator activity (GO:0019207)"
"CALM1","kinase regulator activity (GO:0019207)"
"EPO","kinase regulator activity (GO:0019207)"
"CCNH","kinase regulator activity (GO:0019207)"
"LRP6","kinase regulator activity (GO:0019207)"
"BCCIP","kinase regulator activity (GO:0019207)"
"F6TDL0","kinase regulator activity (GO:0019207)"
"PAK2","kinase regulator activity (GO:0019207)"
"CCND1","kinase regulator activity (GO:0019207)"
"SH3BP5","kinase regulator activity (GO:0019207)"
"CHP1","kinase regulator activity (GO:0019207)"
"MAP2K2","kinase regulator activity (GO:0019207)"
"DAXX","kinase regulator activity (GO:0019207)"
"AFAP1L2","kinase regulator activity (GO:0019207)"
"INCA1","kinase regulator activity (GO:0019207)"
"MAP2K1","kinase regulator activity (GO:0019207)"
"NCKAP1L","kinase regulator activity (GO:0019207)"
"IGF2","kinase regulator activity (GO:0019207)"
"PARP16","kinase regulator activity (GO:0019207)"
"IBTK","kinase regulator activity (GO:0019207)"
"MOB1B","kinase regulator activity (GO:0019207)"
"RGCC","kinase regulator activity (GO:0019207)"
"WNK1","kinase regulator activity (GO:0019207)"
"PPP1R1B","kinase regulator activity (GO:0019207)"
"PIK3R1","kinase regulator activity (GO:0019207)"
"PRKAR1B","kinase regulator activity (GO:0019207)"
"CCKBR","kinase regulator activity (GO:0019207)"
"CCNY","kinase regulator activity (GO:0019207)"
"PKIB","kinase regulator activity (GO:0019207)"
"PRKAR1A","kinase regulator activity (GO:0019207)"
"CSNK2B","kinase regulator activity (GO:0019207)"
"PKIA","kinase regulator activity (GO:0019207)"
"TAB1","kinase regulator activity (GO:0019207)"
"PKIG","kinase regulator activity (GO:0019207)"
"FGF13","kinase regulator activity (GO:0019207)"
"GMFB","kinase regulator activity (GO:0019207)"
"ITSN1","kinase regulator activity (GO:0019207)"
"GMFG","kinase regulator activity (GO:0019207)"
"BCL10","kinase regulator activity (GO:0019207)"
"STK11","kinase regulator activity (GO:0019207)"
"PRKAR2B","kinase regulator activity (GO:0019207)"
"PRKAR2A","kinase regulator activity (GO:0019207)"
"NKX3-1","kinase regulator activity (GO:0019207)"
"SFN","kinase regulator activity (GO:0019207)"
"MARK2","kinase regulator activity (GO:0019207)"
"ANGPT4","kinase regulator activity (GO:0019207)"
"STRADA","kinase regulator activity (GO:0019207)"
"TESC","kinase regulator activity (GO:0019207)"
"RHOH","kinase regulator activity (GO:0019207)"
"NRG1","kinase regulator activity (GO:0019207)"
"GNB2L1","kinase regulator activity (GO:0019207)"
"MT3","kinase regulator activity (GO:0019207)"
"NRG3","kinase regulator activity (GO:0019207)"
"IL2","kinase regulator activity (GO:0019207)"
"DUS2","kinase regulator activity (GO:0019207)"
"DNAJC3","kinase regulator activity (GO:0019207)"
"KAT2B","kinase regulator activity (GO:0019207)"
"GPRC5B","kinase regulator activity (GO:0019207)"
"CSNK2B-LY6G5B-1181","kinase regulator activity (GO:0019207)"
"PIK3CA","kinase regulator activity (GO:0019207)"
"FGFR1OP","kinase regulator activity (GO:0019207)"
"RAPGEF3","kinase regulator activity (GO:0019207)"
"RARA","kinase regulator activity (GO:0019207)"
"GAS6","kinase regulator activity (GO:0019207)"
"CD24","kinase regulator activity (GO:0019207)"
"RAPGEF4","kinase regulator activity (GO:0019207)"
"YWHAG","kinase regulator activity (GO:0019207)"
"PRKRIP1","kinase regulator activity (GO:0019207)"
"PIK3R5","kinase regulator activity (GO:0019207)"
"CKS1B","kinase regulator activity (GO:0019207)"
"IKBKAP","kinase regulator activity (GO:0019207)"
"AGAP2","kinase regulator activity (GO:0019207)"
"PIK3R3","kinase regulator activity (GO:0019207)"
"IQGAP1","kinase regulator activity (GO:0019207)"
"DUSP19","kinase regulator activity (GO:0019207)"
"PIK3R2","kinase regulator activity (GO:0019207)"
"HSPB1","kinase regulator activity (GO:0019207)"
"STK3","kinase regulator activity (GO:0019207)"
"STK4","kinase regulator activity (GO:0019207)"
"PIK3R6","kinase regulator activity (GO:0019207)"
"SOCS3","kinase regulator activity (GO:0019207)"
"WNT11","kinase regulator activity (GO:0019207)"
"SOCS1","kinase regulator activity (GO:0019207)"
"ERBB3","kinase regulator activity (GO:0019207)"
"CASP3","kinase regulator activity (GO:0019207)"
"MBIP","kinase regulator activity (GO:0019207)"
"NPM1","kinase regulator activity (GO:0019207)"
"CDKN2C","kinase regulator activity (GO:0019207)"
"CDKN2D","kinase regulator activity (GO:0019207)"
"CDKN2A","kinase regulator activity (GO:0019207)"
"AHSG","kinase regulator activity (GO:0019207)"
"CDKN2B","kinase regulator activity (GO:0019207)"
"H2AFY","kinase regulator activity (GO:0019207)"
"CABLES1","kinase regulator activity (GO:0019207)"
"CABLES2","kinase regulator activity (GO:0019207)"
"ELP3","kinase regulator activity (GO:0019207)"
"ELP4","kinase regulator activity (GO:0019207)"
"KLF4","kinase regulator activity (GO:0019207)"
"GREM1","kinase regulator activity (GO:0019207)"
"CCNE2","kinase regulator activity (GO:0019207)"
"CCNE1","kinase regulator activity (GO:0019207)"
"ALS2","kinase regulator activity (GO:0019207)"
"TAOK3","kinase regulator activity (GO:0019207)"
"TOM1L1","kinase regulator activity (GO:0019207)"
"CKS2","kinase regulator activity (GO:0019207)"
"SPRY2","kinase regulator activity (GO:0019207)"
"ERCC6","kinase regulator activity (GO:0019207)"
"GHRL","kinase regulator activity (GO:0019207)"
"LTF","kinase regulator activity (GO:0019207)"
"CDK5R1","kinase regulator activity (GO:0019207)"
"TRIB2","kinase regulator activity (GO:0019207)"
"TRIB3","kinase regulator activity (GO:0019207)"
"CDK5R2","kinase regulator activity (GO:0019207)"
"TRIB1","kinase regulator activity (GO:0019207)"
"CDKN1B","kinase regulator activity (GO:0019207)"
"CDKN1C","kinase regulator activity (GO:0019207)"
"CDKN1A","kinase regulator activity (GO:0019207)"
"FAF1","kinase regulator activity (GO:0019207)"
"CAB39","kinase regulator activity (GO:0019207)"
"GSTP1","kinase regulator activity (GO:0019207)"
"PRKAG2","kinase regulator activity (GO:0019207)"
"DBF4B","kinase regulator activity (GO:0019207)"
"PRKAG1","kinase regulator activity (GO:0019207)"
"MALT1","kinase regulator activity (GO:0019207)"
"SPRED2","kinase regulator activity (GO:0019207)"
"SPRED1","kinase regulator activity (GO:0019207)"
"CAMK2N1","kinase regulator activity (GO:0019207)"
"HYAL2","kinase regulator activity (GO:0019207)"
"CAMK2N2","kinase regulator activity (GO:0019207)"
"CCL5","kinase regulator activity (GO:0019207)"
"ANKRD54","kinase regulator activity (GO:0019207)"
"NCK1","kinase regulator activity (GO:0019207)"
"SSB","mRNA binding (GO:0003729)"
"CPSF6","mRNA binding (GO:0003729)"
"SRRM4","mRNA binding (GO:0003729)"
"RBMY1A1","mRNA binding (GO:0003729)"
"RBFOX2","mRNA binding (GO:0003729)"
"CPSF1","mRNA binding (GO:0003729)"
"RC3H1","mRNA binding (GO:0003729)"
"RC3H2","mRNA binding (GO:0003729)"
"UPF3B","mRNA binding (GO:0003729)"
"HNRNPAB","mRNA binding (GO:0003729)"
"LIN28A","mRNA binding (GO:0003729)"
"CPEB2","mRNA binding (GO:0003729)"
"CPEB1","mRNA binding (GO:0003729)"
"SERBP1","mRNA binding (GO:0003729)"
"HNRNPC","mRNA binding (GO:0003729)"
"TARDBP","mRNA binding (GO:0003729)"
"CPEB3","mRNA binding (GO:0003729)"
"SNRPC","mRNA binding (GO:0003729)"
"JRK","mRNA binding (GO:0003729)"
"SRSF1","mRNA binding (GO:0003729)"
"ZFP36L1","mRNA binding (GO:0003729)"
"PARN","mRNA binding (GO:0003729)"
"PARK7","mRNA binding (GO:0003729)"
"ADARB1","mRNA binding (GO:0003729)"
"TYMS","mRNA binding (GO:0003729)"
"CARHSP1","mRNA binding (GO:0003729)"
"ZFP36L2","mRNA binding (GO:0003729)"
"NXF1","mRNA binding (GO:0003729)"
"PURB","mRNA binding (GO:0003729)"
"KHSRP","mRNA binding (GO:0003729)"
"NXF3","mRNA binding (GO:0003729)"
"ZFP36","mRNA binding (GO:0003729)"
"LUC7L","mRNA binding (GO:0003729)"
"RPS5","mRNA binding (GO:0003729)"
"RPS2","mRNA binding (GO:0003729)"
"RPS3","mRNA binding (GO:0003729)"
"EEFSEC","mRNA binding (GO:0003729)"
"SECISBP2","mRNA binding (GO:0003729)"
"TDRD7","mRNA binding (GO:0003729)"
"DHFR","mRNA binding (GO:0003729)"
"RPS26","mRNA binding (GO:0003729)"
"RNPS1","mRNA binding (GO:0003729)"
"DXO","mRNA binding (GO:0003729)"
"FMR1","mRNA binding (GO:0003729)"
"RPL35","mRNA binding (GO:0003729)"
"RPL7","mRNA binding (GO:0003729)"
"HNRNPLL","mRNA binding (GO:0003729)"
"LARP1","mRNA binding (GO:0003729)"
"TPR","mRNA binding (GO:0003729)"
"G3BP1","mRNA binding (GO:0003729)"
"CCRN4L","mRNA binding (GO:0003729)"
"RPS14","mRNA binding (GO:0003729)"
"SOX6","mRNA binding (GO:0003729)"
"RPS13","mRNA binding (GO:0003729)"
"ZNF385A","mRNA binding (GO:0003729)"
"DAZL","mRNA binding (GO:0003729)"
"ESRP2","mRNA binding (GO:0003729)"
"AGO2","mRNA binding (GO:0003729)"
"ESRP1","mRNA binding (GO:0003729)"
"TUT1","mRNA binding (GO:0003729)"
