"Egenes","Eclass"
"COL6A3","extracellular region (GO:0005576)"
"COL6A2","extracellular region (GO:0005576)"
"FGFR1","extracellular region (GO:0005576)"
"COL6A5","extracellular region (GO:0005576)"
"MATN1","extracellular region (GO:0005576)"
"COL6A6","extracellular region (GO:0005576)"
"FGFR4","extracellular region (GO:0005576)"
"LPA","extracellular region (GO:0005576)"
"MATN4","extracellular region (GO:0005576)"
"FGFR3","extracellular region (GO:0005576)"
"FGFR2","extracellular region (GO:0005576)"
"MATN3","extracellular region (GO:0005576)"
"PNLIP","extracellular region (GO:0005576)"
"FCN2","extracellular region (GO:0005576)"
"FCN3","extracellular region (GO:0005576)"
"WNT2B","extracellular region (GO:0005576)"
"C17ORF99","extracellular region (GO:0005576)"
"PMCH","extracellular region (GO:0005576)"
"LPL","extracellular region (GO:0005576)"
"CABP4","extracellular region (GO:0005576)"
"PSG11","extracellular region (GO:0005576)"
"SVEP1","extracellular region (GO:0005576)"
"P80748","extracellular region (GO:0005576)"
"SRGN","extracellular region (GO:0005576)"
"OAS1","extracellular region (GO:0005576)"
"PYY","extracellular region (GO:0005576)"
"WNT16","extracellular region (GO:0005576)"
"KISS1","extracellular region (GO:0005576)"
"DNASE1","extracellular region (GO:0005576)"
"PAPPA2","extracellular region (GO:0005576)"
"UCN","extracellular region (GO:0005576)"
"DEFB4A","extracellular region (GO:0005576)"
"HAPLN1","extracellular region (GO:0005576)"
"PZP","extracellular region (GO:0005576)"
"PMEL","extracellular region (GO:0005576)"
"DBH","extracellular region (GO:0005576)"
"CGB2","extracellular region (GO:0005576)"
"CGB1","extracellular region (GO:0005576)"
"WNT11","extracellular region (GO:0005576)"
"THPO","extracellular region (GO:0005576)"
"CASP1","extracellular region (GO:0005576)"
"CXADR","extracellular region (GO:0005576)"
"IL15RA","extracellular region (GO:0005576)"
"CLEC11A","extracellular region (GO:0005576)"
"DCD","extracellular region (GO:0005576)"
"HSD11B1L","extracellular region (GO:0005576)"
"DCN","extracellular region (GO:0005576)"
"ZPBP2","extracellular region (GO:0005576)"
"LTF","extracellular region (GO:0005576)"
"C2ORF66","extracellular region (GO:0005576)"
"CST9L","extracellular region (GO:0005576)"
"COLEC11","extracellular region (GO:0005576)"
"COLEC10","extracellular region (GO:0005576)"
"C2ORF69","extracellular region (GO:0005576)"
"THBS1","extracellular region (GO:0005576)"
"THBS3","extracellular region (GO:0005576)"
"THBS2","extracellular region (GO:0005576)"
"THBS4","extracellular region (GO:0005576)"
"ENDOU","extracellular region (GO:0005576)"
"CHSY1","extracellular region (GO:0005576)"
"TP73-AS1","extracellular region (GO:0005576)"
"LUM","extracellular region (GO:0005576)"
"LACRT","extracellular region (GO:0005576)"
"COL24A1","extracellular region (GO:0005576)"
"TSPEAR","extracellular region (GO:0005576)"
"PDYN","extracellular region (GO:0005576)"
"COL1A2","extracellular region (GO:0005576)"
"COL1A1","extracellular region (GO:0005576)"
"RBP3","extracellular region (GO:0005576)"
"RBP4","extracellular region (GO:0005576)"
"CKLF","extracellular region (GO:0005576)"
"ADAMDEC1","extracellular region (GO:0005576)"
"C4BPA","extracellular region (GO:0005576)"
"C4BPB","extracellular region (GO:0005576)"
"STATH","extracellular region (GO:0005576)"
"B4E171","extracellular region (GO:0005576)"
"FAM132B","extracellular region (GO:0005576)"
"FAM132A","extracellular region (GO:0005576)"
"PRAP1","extracellular region (GO:0005576)"
"IGLON5","extracellular region (GO:0005576)"
"GBP1","extracellular region (GO:0005576)"
"SNCA","extracellular region (GO:0005576)"
"MUC6","extracellular region (GO:0005576)"
"NGFR","extracellular region (GO:0005576)"
"CELA2A","extracellular region (GO:0005576)"
"CELA2B","extracellular region (GO:0005576)"
"CLUL1","extracellular region (GO:0005576)"
"C5ORF38","extracellular region (GO:0005576)"
"P23083","extracellular region (GO:0005576)"
"EDEM2","extracellular region (GO:0005576)"
"HSPG2","extracellular region (GO:0005576)"
"LINC00305","extracellular region (GO:0005576)"
"HAMP","extracellular region (GO:0005576)"
"DHH","extracellular region (GO:0005576)"
"HHLA1","extracellular region (GO:0005576)"
"HPR","extracellular region (GO:0005576)"
"EDDM3B","extracellular region (GO:0005576)"
"LIPC","extracellular region (GO:0005576)"
"HPX","extracellular region (GO:0005576)"
"C2","extracellular region (GO:0005576)"
"C3","extracellular region (GO:0005576)"
"HSPH1","extracellular region (GO:0005576)"
"IL4I1","extracellular region (GO:0005576)"
"LIPG","extracellular region (GO:0005576)"
"LIPF","extracellular region (GO:0005576)"
"C5","extracellular region (GO:0005576)"
"C6","extracellular region (GO:0005576)"
"C7","extracellular region (GO:0005576)"
"LIPK","extracellular region (GO:0005576)"
"C9","extracellular region (GO:0005576)"
"NETO1","extracellular region (GO:0005576)"
"LIPI","extracellular region (GO:0005576)"
"LIPH","extracellular region (GO:0005576)"
"LIPN","extracellular region (GO:0005576)"
"LIPM","extracellular region (GO:0005576)"
"C5ORF55","extracellular region (GO:0005576)"
"FGFBP2","extracellular region (GO:0005576)"
"FGFBP3","extracellular region (GO:0005576)"
"AZU1","extracellular region (GO:0005576)"
"CP","extracellular region (GO:0005576)"
"LYZ","extracellular region (GO:0005576)"
"PLXDC1","extracellular region (GO:0005576)"
"HRG","extracellular region (GO:0005576)"
"WFIKKN2","extracellular region (GO:0005576)"
"WFIKKN1","extracellular region (GO:0005576)"
"LRSAM1","extracellular region (GO:0005576)"
"P83593","extracellular region (GO:0005576)"
"TMEM25","extracellular region (GO:0005576)"
"LEFTY2","extracellular region (GO:0005576)"
"C11ORF44","extracellular region (GO:0005576)"
"EMR3","extracellular region (GO:0005576)"
"RNASE7","extracellular region (GO:0005576)"
"VWA3A","extracellular region (GO:0005576)"
"RNASE6","extracellular region (GO:0005576)"
"F2","extracellular region (GO:0005576)"
"RNASE4","extracellular region (GO:0005576)"
"LRG1","extracellular region (GO:0005576)"
"RNASE3","extracellular region (GO:0005576)"
"RNASE2","extracellular region (GO:0005576)"
"F5","extracellular region (GO:0005576)"
"F7","extracellular region (GO:0005576)"
"F8","extracellular region (GO:0005576)"
"F9","extracellular region (GO:0005576)"
"SERPINB13","extracellular region (GO:0005576)"
"CTF1","extracellular region (GO:0005576)"
"NCAN","extracellular region (GO:0005576)"
"F13A1","extracellular region (GO:0005576)"
"COL11A2","extracellular region (GO:0005576)"
"FSTL1","extracellular region (GO:0005576)"
"FSTL3","extracellular region (GO:0005576)"
"FSTL5","extracellular region (GO:0005576)"
"FSTL4","extracellular region (GO:0005576)"
"BPIFA4P","extracellular region (GO:0005576)"
"UCN2","extracellular region (GO:0005576)"
"RNASE9","extracellular region (GO:0005576)"
"RNASE8","extracellular region (GO:0005576)"
"COL11A1","extracellular region (GO:0005576)"
"GC","extracellular region (GO:0005576)"
"C11ORF45","extracellular region (GO:0005576)"
"IGHV4OR15-8","extracellular region (GO:0005576)"
"C5ORF64","extracellular region (GO:0005576)"
"COL28A1","extracellular region (GO:0005576)"
"BRPF3","extracellular region (GO:0005576)"
"DEFA5","extracellular region (GO:0005576)"
"DEFA6","extracellular region (GO:0005576)"
"DEFA3","extracellular region (GO:0005576)"
"DEFA4","extracellular region (GO:0005576)"
"DEFA1","extracellular region (GO:0005576)"
"TUBA4A","extracellular region (GO:0005576)"
"CXCL10","extracellular region (GO:0005576)"
"CXCL11","extracellular region (GO:0005576)"
"OLFM2","extracellular region (GO:0005576)"
"CXCL12","extracellular region (GO:0005576)"
"CXCL13","extracellular region (GO:0005576)"
"S100A7","extracellular region (GO:0005576)"
"UTS2","extracellular region (GO:0005576)"
"S100A9","extracellular region (GO:0005576)"
"DSC3","extracellular region (GO:0005576)"
"PVRL1","extracellular region (GO:0005576)"
"S100A8","extracellular region (GO:0005576)"
"IGFALS","extracellular region (GO:0005576)"
"HP","extracellular region (GO:0005576)"
"DEFB1","extracellular region (GO:0005576)"
"CXCL16","extracellular region (GO:0005576)"
"CXCL17","extracellular region (GO:0005576)"
"CTGF","extracellular region (GO:0005576)"
"NTF3","extracellular region (GO:0005576)"
"NTF4","extracellular region (GO:0005576)"
"FLNA","extracellular region (GO:0005576)"
"NPTX2","extracellular region (GO:0005576)"
"P01699","extracellular region (GO:0005576)"
"CPA4","extracellular region (GO:0005576)"
"CFC1B","extracellular region (GO:0005576)"
"CPA3","extracellular region (GO:0005576)"
"CPA2","extracellular region (GO:0005576)"
"C11ORF83","extracellular region (GO:0005576)"
"A6NG13","extracellular region (GO:0005576)"
"UNQ6494","extracellular region (GO:0005576)"
"UNQ6490","extracellular region (GO:0005576)"
"CPB1","extracellular region (GO:0005576)"
"C11ORF94","extracellular region (GO:0005576)"
"FASLG","extracellular region (GO:0005576)"
"WISP3","extracellular region (GO:0005576)"
"GLIPR2","extracellular region (GO:0005576)"
"GLIPR1","extracellular region (GO:0005576)"
"CPAMD8","extracellular region (GO:0005576)"
"THEM6","extracellular region (GO:0005576)"
"LEPR","extracellular region (GO:0005576)"
"A8MTW9","extracellular region (GO:0005576)"
"CPA5","extracellular region (GO:0005576)"
"KL","extracellular region (GO:0005576)"
"HSP90AA1","extracellular region (GO:0005576)"
"BDNF","extracellular region (GO:0005576)"
"GKN2","extracellular region (GO:0005576)"
"GKN1","extracellular region (GO:0005576)"
"NPC1","extracellular region (GO:0005576)"
"SCGB3A2","extracellular region (GO:0005576)"
"CNTNAP3","extracellular region (GO:0005576)"
"RETNLB","extracellular region (GO:0005576)"
"CRHR1-IT1","extracellular region (GO:0005576)"
"MDK","extracellular region (GO:0005576)"
"C6ORF1","extracellular region (GO:0005576)"
"OVGP1","extracellular region (GO:0005576)"
"OVCH2","extracellular region (GO:0005576)"
"OVCH1","extracellular region (GO:0005576)"
"ERAP1","extracellular region (GO:0005576)"
"ADCYAP1","extracellular region (GO:0005576)"
"NELL2","extracellular region (GO:0005576)"
"NELL1","extracellular region (GO:0005576)"
"P4HB","extracellular region (GO:0005576)"
"MET","extracellular region (GO:0005576)"
"PCOLCE2","extracellular region (GO:0005576)"
"EPHB6","extracellular region (GO:0005576)"
"DRAXIN","extracellular region (GO:0005576)"
"COL15A1","extracellular region (GO:0005576)"
"FLT4","extracellular region (GO:0005576)"
"HSD17B13","extracellular region (GO:0005576)"
"HSD17B11","extracellular region (GO:0005576)"
"NGRN","extracellular region (GO:0005576)"
"PRB2","extracellular region (GO:0005576)"
"PRB1","extracellular region (GO:0005576)"
"CCL7","extracellular region (GO:0005576)"
"RESP18","extracellular region (GO:0005576)"
"PRB4","extracellular region (GO:0005576)"
"CCL5","extracellular region (GO:0005576)"
"PRB3","extracellular region (GO:0005576)"
"CECR9","extracellular region (GO:0005576)"
"CCL4","extracellular region (GO:0005576)"
"CCL3","extracellular region (GO:0005576)"
"CCL2","extracellular region (GO:0005576)"
"NPFF","extracellular region (GO:0005576)"
"Q6ZRU5","extracellular region (GO:0005576)"
"CELA1","extracellular region (GO:0005576)"
"VWA5B1","extracellular region (GO:0005576)"
"MAPK15","extracellular region (GO:0005576)"
"EREG","extracellular region (GO:0005576)"
"SFRP4","extracellular region (GO:0005576)"
"FNDC7","extracellular region (GO:0005576)"
"FNDC5","extracellular region (GO:0005576)"
"FNDC1","extracellular region (GO:0005576)"
"COL9A2","extracellular region (GO:0005576)"
"P01625","extracellular region (GO:0005576)"
"COL9A1","extracellular region (GO:0005576)"
"P01624","extracellular region (GO:0005576)"
"P01623","extracellular region (GO:0005576)"
"COL9A3","extracellular region (GO:0005576)"
"P01622","extracellular region (GO:0005576)"
"P01621","extracellular region (GO:0005576)"
"P01620","extracellular region (GO:0005576)"
"IGHV1OR21-1","extracellular region (GO:0005576)"
"STX1A","extracellular region (GO:0005576)"
"CALM1","extracellular region (GO:0005576)"
"EPHA3","extracellular region (GO:0005576)"
"ITIH6","extracellular region (GO:0005576)"
"ITIH5","extracellular region (GO:0005576)"
"ITIH4","extracellular region (GO:0005576)"
"ITIH3","extracellular region (GO:0005576)"
"NTN5","extracellular region (GO:0005576)"
"ITIH2","extracellular region (GO:0005576)"
"NTN1","extracellular region (GO:0005576)"
"MST1L","extracellular region (GO:0005576)"
"SFRP1","extracellular region (GO:0005576)"
"ITIH1","extracellular region (GO:0005576)"
"LRP8","extracellular region (GO:0005576)"
"CYB5D2","extracellular region (GO:0005576)"
"P01619","extracellular region (GO:0005576)"
"C7ORF34","extracellular region (GO:0005576)"
"P01617","extracellular region (GO:0005576)"
"P01616","extracellular region (GO:0005576)"
"P01615","extracellular region (GO:0005576)"
"P01614","extracellular region (GO:0005576)"
"P01613","extracellular region (GO:0005576)"
"P01612","extracellular region (GO:0005576)"
"P01611","extracellular region (GO:0005576)"
"P01610","extracellular region (GO:0005576)"
"GLIPR1L1","extracellular region (GO:0005576)"
"MIF","extracellular region (GO:0005576)"
"PRG2","extracellular region (GO:0005576)"
"PLA2G4B","extracellular region (GO:0005576)"
"BPIFB1","extracellular region (GO:0005576)"
"BPIFB3","extracellular region (GO:0005576)"
"BPIFB4","extracellular region (GO:0005576)"
"BPIFB6","extracellular region (GO:0005576)"
"WFDC10B","extracellular region (GO:0005576)"
"WFDC10A","extracellular region (GO:0005576)"
"PLA1A","extracellular region (GO:0005576)"
"PAEP","extracellular region (GO:0005576)"
"DEFB103A","extracellular region (GO:0005576)"
"PRF1","extracellular region (GO:0005576)"
"IFI30","extracellular region (GO:0005576)"
"ART5","extracellular region (GO:0005576)"
"BPIFA2","extracellular region (GO:0005576)"
"BPIFA1","extracellular region (GO:0005576)"
"BPIFA3","extracellular region (GO:0005576)"
"ARSK","extracellular region (GO:0005576)"
"AADACL2","extracellular region (GO:0005576)"
"ARSI","extracellular region (GO:0005576)"
"ARSJ","extracellular region (GO:0005576)"
"C22ORF46","extracellular region (GO:0005576)"
"A2M","extracellular region (GO:0005576)"
"CD14","extracellular region (GO:0005576)"
"SCN1B","extracellular region (GO:0005576)"
"CTSB","extracellular region (GO:0005576)"
"DEFB104A","extracellular region (GO:0005576)"
"NXPE1","extracellular region (GO:0005576)"
"NXPE3","extracellular region (GO:0005576)"
"HBA1","extracellular region (GO:0005576)"
"KLK15","extracellular region (GO:0005576)"
"DEFB136","extracellular region (GO:0005576)"
"CSHL1","extracellular region (GO:0005576)"
"DEFB135","extracellular region (GO:0005576)"
"DEFB134","extracellular region (GO:0005576)"
"KLK10","extracellular region (GO:0005576)"
"DEFB133","extracellular region (GO:0005576)"
"KLK11","extracellular region (GO:0005576)"
"DEFB132","extracellular region (GO:0005576)"
"DEFB131","extracellular region (GO:0005576)"
"KLK13","extracellular region (GO:0005576)"
"DEFB130","extracellular region (GO:0005576)"
"TF","extracellular region (GO:0005576)"
"TG","extracellular region (GO:0005576)"
"CD27","extracellular region (GO:0005576)"
"P80419","extracellular region (GO:0005576)"
"MZB1","extracellular region (GO:0005576)"
"TNFRSF11B","extracellular region (GO:0005576)"
"CTSV","extracellular region (GO:0005576)"
"DEFB105A","extracellular region (GO:0005576)"
"MLN","extracellular region (GO:0005576)"
"CTSS","extracellular region (GO:0005576)"
"LAS2","extracellular region (GO:0005576)"
"PENK","extracellular region (GO:0005576)"
"CTSL","extracellular region (GO:0005576)"
"CTSK","extracellular region (GO:0005576)"
"QSOX2","extracellular region (GO:0005576)"
"CTSG","extracellular region (GO:0005576)"
"CTSD","extracellular region (GO:0005576)"
"DEFB119","extracellular region (GO:0005576)"
"DEFB118","extracellular region (GO:0005576)"
"DEFB116","extracellular region (GO:0005576)"
"DEFB115","extracellular region (GO:0005576)"
"DEFB114","extracellular region (GO:0005576)"
"DEFB113","extracellular region (GO:0005576)"
"DEFB112","extracellular region (GO:0005576)"
"DEFB106A","extracellular region (GO:0005576)"
"DEFB110","extracellular region (GO:0005576)"
"DSPP","extracellular region (GO:0005576)"
"HIST2H3A","extracellular region (GO:0005576)"
"TXLNA","extracellular region (GO:0005576)"
"IL17F","extracellular region (GO:0005576)"
"COL19A1","extracellular region (GO:0005576)"
"P80422","extracellular region (GO:0005576)"
"DEFB129","extracellular region (GO:0005576)"
